Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2024-02-16,2024,2,1,Friday,Yes,No,WH002,General,18912,25.5,68,Sunny,93,312,37940.54,178.88,14,8.6,5.2,1.6,79.1,75,94.6,89.24
2024-02-16,2024,2,1,Friday,Yes,No,WH006,General,20006,25.5,68,Sunny,72,233,28307.33,154.28,15,6.9,4.1,2.0,57.7,64,95.0,80.64
2024-02-16,2024,2,1,Friday,Yes,No,WH005,General,20253,25.5,68,Sunny,70,257,26183.71,144.25,11,8.0,4.3,1.7,66.5,56,94.4,82.29
2024-02-16,2024,2,1,Friday,Yes,No,WH001,General,23238,25.5,68,Sunny,66,277,32228.76,165.86,15,8.2,5.3,2.0,65.1,57,95.0,89.38
2024-02-16,2024,2,1,Friday,Yes,No,CW001,Cold,13828,25.5,68,Sunny,77,200,20162.71,97.06,10,5.8,2.3,9.0,54.4,43,91.5,175.44
2024-02-16,2024,2,1,Friday,Yes,No,LA001,Live Animal,11771,25.5,68,Sunny,60,20,801.22,11.85,1,1.9,0.0,1.7,27.7,14,85.7,131.62
2024-02-16,2024,2,1,Friday,Yes,No,EX001,Express,14467,25.5,68,Sunny,78,250,4601.08,56.7,10,7.9,8.4,2.4,75.0,46,88.3,118.17
2024-02-16,2024,2,1,Friday,Yes,No,DG001,Dangerous Goods,11016,25.5,68,Sunny,43,37,2157.45,4.37,2,1.8,0.1,2.4,25.6,24,90.3,105.92
2024-02-16,2024,2,1,Friday,Yes,No,CW002,Cold,13143,25.5,68,Sunny,76,193,21086.77,104.43,7,5.8,2.2,9.7,60.3,43,92.3,176.71
2024-02-16,2024,2,1,Friday,Yes,No,VW001,Valuable,4419,25.5,68,Sunny,68,53,530.6,2.87,3,2.1,0.3,1.2,31.0,18,87.7,68.57
2024-02-17,2024,2,1,Saturday,Yes,No,WH006,General,20006,26.1,50,Sunny,68,169,20817.28,99.17,8,5.7,3.5,2.1,59.2,54,97.2,85.26
2024-02-17,2024,2,1,Saturday,Yes,No,WH005,General,20253,26.1,50,Sunny,68,173,16444.9,93.29,7,5.7,3.3,2.4,50.2,50,93.0,80.86
2024-02-17,2024,2,1,Saturday,Yes,No,WH004,General,24074,26.1,50,Sunny,78,266,29965.49,161.31,14,8.2,4.5,1.6,70.4,67,91.0,85.38
2024-02-17,2024,2,1,Saturday,Yes,No,WH003,General,18204,26.1,50,Sunny,64,200,24853.61,118.87,13,5.9,4.0,1.5,58.6,56,92.3,86.1
2024-02-17,2024,2,1,Saturday,Yes,No,WH002,General,18912,26.1,50,Sunny,68,268,27380.19,117.65,12,8.1,5.2,1.6,63.9,58,93.2,84.07
2024-02-17,2024,2,1,Saturday,Yes,No,WH001,General,23238,26.1,50,Sunny,85,350,42449.39,173.77,15,9.5,6.3,1.8,77.6,70,92.8,92.15
2024-02-17,2024,2,1,Saturday,Yes,No,LA001,Live Animal,11771,26.1,50,Sunny,60,29,1275.8,20.91,1,1.3,0.0,2.3,26.8,15,98.9,130.6
2024-02-17,2024,2,1,Saturday,Yes,No,EX001,Express,14467,26.1,50,Sunny,81,261,3715.01,39.57,17,7.5,9.2,2.1,79.6,47,93.3,120.04
2024-02-17,2024,2,1,Saturday,Yes,No,DG001,Dangerous Goods,11016,26.1,50,Sunny,52,33,2680.35,8.23,1,1.5,0.2,1.7,30.4,18,88.0,105.51
2024-02-17,2024,2,1,Saturday,Yes,No,CW002,Cold,13143,26.1,50,Sunny,95,224,23759.91,101.13,10,6.5,2.6,9.6,70.0,44,97.7,186.76
2024-02-17,2024,2,1,Saturday,Yes,No,CW001,Cold,13828,26.1,50,Sunny,89,194,18850.02,89.62,7,6.4,2.2,9.1,64.6,39,97.9,182.19
2024-02-17,2024,2,1,Saturday,Yes,No,VW001,Valuable,4419,26.1,50,Sunny,37,11,71.3,0.42,1,1.2,0.4,1.4,21.8,11,94.1,65.67
2024-02-18,2024,2,1,Sunday,No,No,WH002,General,18912,28.0,50,Sunny,63,230,24638.84,130.75,10,6.6,4.0,4.4,56.2,50,89.5,82.7
2024-02-18,2024,2,1,Sunday,No,No,WH006,General,20006,28.0,50,Sunny,85,277,28207.54,123.53,14,8.4,4.7,3.7,68.8,53,91.1,89.67
2024-02-18,2024,2,1,Sunday,No,No,WH005,General,20253,28.0,50,Sunny,56,158,15494.46,94.52,10,5.3,3.2,4.1,48.6,53,85.5,80.78
2024-02-18,2024,2,1,Sunday,No,No,WH004,General,24074,28.0,50,Sunny,73,308,36568.58,230.64,14,8.4,5.8,3.6,73.1,65,95.3,82.75
2024-02-18,2024,2,1,Sunday,No,No,WH003,General,18204,28.0,50,Sunny,73,266,24080.0,109.59,10,7.7,4.8,4.3,69.1,69,98.2,86.32
2024-02-18,2024,2,1,Sunday,No,No,WH001,General,23238,28.0,50,Sunny,62,204,23840.09,100.55,8,6.8,4.1,4.1,56.1,49,95.4,87.07
2024-02-18,2024,2,1,Sunday,No,No,CW001,Cold,13828,28.0,50,Sunny,90,160,14719.39,62.65,8,5.1,1.6,10.0,57.4,49,90.7,176.72
2024-02-18,2024,2,1,Sunday,No,No,LA001,Live Animal,11771,28.0,50,Sunny,64,26,860.75,11.75,1,1.5,0.0,3.6,29.7,12,94.7,131.75
2024-02-18,2024,2,1,Sunday,No,No,EX001,Express,14467,28.0,50,Sunny,66,215,4890.95,37.25,13,6.9,7.6,3.6,65.7,43,89.4,114.02
2024-02-18,2024,2,1,Sunday,No,No,DG001,Dangerous Goods,11016,28.0,50,Sunny,78,81,6343.92,16.83,5,3.5,0.4,3.9,43.6,27,92.7,106.36
2024-02-18,2024,2,1,Sunday,No,No,CW002,Cold,13143,28.0,50,Sunny,65,110,10513.61,37.22,4,3.6,1.3,10.4,40.8,39,97.6,172.83
2024-02-18,2024,2,1,Sunday,No,No,VW001,Valuable,4419,28.0,50,Sunny,34,24,258.55,2.02,1,1.4,0.5,2.2,23.8,9,87.1,70.65
2024-02-19,2024,2,1,Monday,No,No,WH002,General,18912,27.9,59,Cloudy,78,222,24682.86,136.81,9,6.6,3.6,1.6,58.2,59,93.2,86.25
2024-02-19,2024,2,1,Monday,No,No,WH006,General,20006,27.9,59,Cloudy,87,321,38801.71,186.4,17,8.8,6.2,2.3,78.4,71,98.7,84.37
2024-02-19,2024,2,1,Monday,No,No,WH005,General,20253,27.9,59,Cloudy,79,246,20995.7,114.34,11,7.0,4.1,2.2,65.3,70,85.6,82.73
2024-02-19,2024,2,1,Monday,No,No,WH004,General,24074,27.9,59,Cloudy,73,296,26548.07,151.77,18,8.1,5.7,2.3,64.7,65,90.2,88.79
2024-02-19,2024,2,1,Monday,No,No,WH003,General,18204,27.9,59,Cloudy,60,236,24787.99,138.73,10,7.3,4.5,2.2,59.7,60,98.9,81.42
2024-02-19,2024,2,1,Monday,No,No,WH001,General,23238,27.9,59,Cloudy,61,173,16065.55,64.75,10,6.2,2.7,2.5,51.7,57,97.8,76.77
2024-02-19,2024,2,1,Monday,No,No,VW001,Valuable,4419,27.9,59,Cloudy,67,32,200.8,1.88,1,2.1,0.4,1.0,33.2,13,89.6,70.24
2024-02-19,2024,2,1,Monday,No,No,LA001,Live Animal,11771,27.9,59,Cloudy,43,6,214.18,2.87,1,1.3,0.0,1.6,20.2,17,97.8,126.48
2024-02-19,2024,2,1,Monday,No,No,EX001,Express,14467,27.9,59,Cloudy,80,211,4827.45,34.6,10,7.0,7.6,1.7,68.1,40,90.2,117.3
2024-02-19,2024,2,1,Monday,No,No,DG001,Dangerous Goods,11016,27.9,59,Cloudy,39,27,2166.19,4.43,1,1.6,0.0,2.1,23.3,26,90.2,103.25
2024-02-19,2024,2,1,Monday,No,No,CW002,Cold,13143,27.9,59,Cloudy,97,209,21707.9,76.27,9,7.0,2.4,9.7,71.6,50,88.5,187.58
2024-02-19,2024,2,1,Monday,No,No,CW001,Cold,13828,27.9,59,Cloudy,72,134,14562.21,52.15,5,4.6,1.8,9.8,53.0,40,94.5,171.09
2024-02-20,2024,2,1,Tuesday,No,No,WH005,General,20253,27.8,59,Cloudy,64,196,17858.5,80.18,11,5.8,3.4,2.0,55.5,62,90.6,81.91
2024-02-20,2024,2,1,Tuesday,No,No,WH004,General,24074,27.8,59,Cloudy,74,237,27767.04,142.84,11,6.8,4.2,2.2,64.2,70,92.0,88.35
2024-02-20,2024,2,1,Tuesday,No,No,WH003,General,18204,27.8,59,Cloudy,55,201,22471.87,121.7,8,6.1,4.0,1.7,54.3,52,92.5,82.39
2024-02-20,2024,2,1,Tuesday,No,No,WH002,General,18912,27.8,59,Cloudy,73,306,37163.65,157.67,18,8.4,5.6,1.7,74.2,61,87.4,90.32
2024-02-20,2024,2,1,Tuesday,No,No,WH001,General,23238,27.8,59,Cloudy,91,258,28426.99,186.42,16,8.1,4.5,2.3,73.9,55,90.2,85.41
2024-02-20,2024,2,1,Tuesday,No,No,WH006,General,20006,27.8,59,Cloudy,58,171,20090.68,93.01,7,5.3,3.3,1.8,46.0,64,90.2,82.82
2024-02-20,2024,2,1,Tuesday,No,No,LA001,Live Animal,11771,27.8,59,Cloudy,42,21,787.83,8.83,1,1.7,0.0,2.3,27.8,16,93.4,132.7
2024-02-20,2024,2,1,Tuesday,No,No,EX001,Express,14467,27.8,59,Cloudy,66,192,3404.85,41.26,9,6.3,6.7,1.5,63.7,41,89.0,116.82
2024-02-20,2024,2,1,Tuesday,No,No,DG001,Dangerous Goods,11016,27.8,59,Cloudy,70,51,2603.18,7.59,2,2.7,0.2,1.9,40.2,24,86.1,107.03
2024-02-20,2024,2,1,Tuesday,No,No,CW002,Cold,13143,27.8,59,Cloudy,70,159,14456.91,52.14,9,5.4,1.5,10.2,52.6,47,90.5,178.95
2024-02-20,2024,2,1,Tuesday,No,No,CW001,Cold,13828,27.8,59,Cloudy,72,200,18653.88,63.84,9,5.7,2.2,10.1,55.5,43,94.6,173.84
2024-02-20,2024,2,1,Tuesday,No,No,VW001,Valuable,4419,27.8,59,Cloudy,42,15,157.92,1.37,1,0.8,0.2,1.5,16.7,10,89.6,68.93
2024-02-21,2024,2,1,Wednesday,No,No,WH006,General,20006,30.4,54,Sunny,63,239,23763.48,142.21,11,6.6,4.2,4.4,59.4,59,86.0,88.72
2024-02-21,2024,2,1,Wednesday,No,No,WH005,General,20253,30.4,54,Sunny,86,259,24350.31,100.82,16,7.4,4.8,4.3,74.8,70,97.1,85.22
2024-02-21,2024,2,1,Wednesday,No,No,WH004,General,24074,30.4,54,Sunny,84,258,30088.74,128.63,10,8.3,4.1,4.9,68.0,71,96.4,82.59
2024-02-21,2024,2,1,Wednesday,No,No,WH003,General,18204,30.4,54,Sunny,67,180,19687.29,82.48,7,5.5,3.3,4.5,54.5,63,89.6,79.7
2024-02-21,2024,2,1,Wednesday,No,No,WH002,General,18912,30.4,54,Sunny,77,315,27684.9,111.14,12,8.7,5.6,5.0,73.1,59,87.0,82.61
2024-02-21,2024,2,1,Wednesday,No,No,WH001,General,23238,30.4,54,Sunny,83,245,21493.27,128.15,12,7.6,4.5,4.7,65.2,54,89.1,83.0
2024-02-21,2024,2,1,Wednesday,No,No,VW001,Valuable,4419,30.4,54,Sunny,53,14,96.04,0.83,1,1.6,0.2,2.9,30.4,10,95.7,65.04
2024-02-21,2024,2,1,Wednesday,No,No,EX001,Express,14467,30.4,54,Sunny,69,170,1776.23,13.28,11,5.6,6.3,4.4,56.3,40,90.7,114.64
2024-02-21,2024,2,1,Wednesday,No,No,DG001,Dangerous Goods,11016,30.4,54,Sunny,63,66,4324.98,9.65,3,2.1,0.4,4.8,37.4,22,92.2,112.08
2024-02-21,2024,2,1,Wednesday,No,No,CW002,Cold,13143,30.4,54,Sunny,74,132,13551.95,46.92,5,4.6,1.7,10.5,44.7,45,88.1,181.44
2024-02-21,2024,2,1,Wednesday,No,No,CW001,Cold,13828,30.4,54,Sunny,93,181,14694.15,69.04,10,6.5,2.3,10.6,66.8,52,89.9,181.2
2024-02-21,2024,2,1,Wednesday,No,No,LA001,Live Animal,11771,30.4,54,Sunny,52,11,406.4,7.49,1,1.3,0.0,4.4,26.0,11,86.6,132.94
2024-02-22,2024,2,1,Thursday,No,No,WH003,General,18204,31.1,58,Sunny,72,257,24437.93,121.74,14,7.6,4.6,5.2,63.5,56,91.0,83.94
2024-02-22,2024,2,1,Thursday,No,No,WH006,General,20006,31.1,58,Sunny,70,225,22263.27,114.14,9,6.8,4.1,4.6,65.3,52,88.1,86.91
2024-02-22,2024,2,1,Thursday,No,No,WH005,General,20253,31.1,58,Sunny,67,256,30530.25,145.74,12,7.5,5.0,4.7,61.0,70,86.4,83.06
2024-02-22,2024,2,1,Thursday,No,No,WH004,General,24074,31.1,58,Sunny,84,268,23617.47,109.99,13,7.8,4.9,4.6,66.9,63,86.8,90.76
2024-02-22,2024,2,1,Thursday,No,No,WH002,General,18912,31.1,58,Sunny,81,290,32846.01,171.85,18,8.1,4.8,4.8,68.8,66,98.6,90.92
2024-02-22,2024,2,1,Thursday,No,No,WH001,General,23238,31.1,58,Sunny,86,321,34859.27,200.51,18,8.8,6.0,4.4,80.8,76,87.6,92.55
2024-02-22,2024,2,1,Thursday,No,No,VW001,Valuable,4419,31.1,58,Sunny,36,16,96.81,0.57,1,0.8,0.3,3.1,12.9,15,95.3,68.28
2024-02-22,2024,2,1,Thursday,No,No,LA001,Live Animal,11771,31.1,58,Sunny,40,17,539.64,5.77,1,1.4,0.0,4.6,18.6,20,97.3,133.51
2024-02-22,2024,2,1,Thursday,No,No,EX001,Express,14467,31.1,58,Sunny,62,183,2498.32,19.23,10,5.4,6.5,4.6,54.0,43,93.9,120.24
2024-02-22,2024,2,1,Thursday,No,No,DG001,Dangerous Goods,11016,31.1,58,Sunny,55,51,4440.54,11.63,3,2.0,0.3,5.0,34.2,24,96.1,104.95
2024-02-22,2024,2,1,Thursday,No,No,CW002,Cold,13143,31.1,58,Sunny,96,217,21558.18,102.28,12,7.0,2.7,11.0,73.0,54,88.1,182.21
2024-02-22,2024,2,1,Thursday,No,No,CW001,Cold,13828,31.1,58,Sunny,85,165,16719.68,72.81,6,5.0,2.1,10.3,52.0,47,90.1,176.37
2024-02-23,2024,2,1,Friday,Yes,No,WH005,General,20253,33.2,58,Sunny,82,243,22527.68,110.02,10,7.6,4.2,5.2,72.6,69,92.3,88.99
2024-02-23,2024,2,1,Friday,Yes,No,WH004,General,24074,33.2,58,Sunny,58,197,24339.42,129.08,9,5.8,4.0,5.6,51.2,49,87.0,87.3
2024-02-23,2024,2,1,Friday,Yes,No,WH003,General,18204,33.2,58,Sunny,90,226,22814.3,131.24,10,7.7,4.1,5.4,71.5,52,94.2,89.34
2024-02-23,2024,2,1,Friday,Yes,No,WH002,General,18912,33.2,58,Sunny,86,287,27846.62,136.78,13,8.7,5.3,6.0,78.5,56,93.9,87.5
2024-02-23,2024,2,1,Friday,Yes,No,WH001,General,23238,33.2,58,Sunny,83,299,35131.52,192.4,11,8.4,5.3,5.1,77.7,56,90.5,86.42
2024-02-23,2024,2,1,Friday,Yes,No,WH006,General,20006,33.2,58,Sunny,84,303,35934.61,221.08,17,8.7,5.0,5.1,72.6,71,94.8,86.55
2024-02-23,2024,2,1,Friday,Yes,No,LA001,Live Animal,11771,33.2,58,Sunny,62,25,1026.69,11.5,1,1.9,0.0,5.4,32.2,20,91.8,132.83
2024-02-23,2024,2,1,Friday,Yes,No,EX001,Express,14467,33.2,58,Sunny,73,225,4775.08,32.43,14,6.7,7.7,6.0,65.5,41,86.3,115.37
2024-02-23,2024,2,1,Friday,Yes,No,DG001,Dangerous Goods,11016,33.2,58,Sunny,60,47,3645.76,8.4,2,1.7,0.0,5.1,30.8,21,94.5,104.9
2024-02-23,2024,2,1,Friday,Yes,No,CW002,Cold,13143,33.2,58,Sunny,89,156,15516.25,52.39,9,5.4,2.0,11.5,59.7,37,94.2,186.02
2024-02-23,2024,2,1,Friday,Yes,No,CW001,Cold,13828,33.2,58,Sunny,75,171,14865.39,52.97,10,5.2,1.7,11.5,50.1,43,88.3,178.44
2024-02-23,2024,2,1,Friday,Yes,No,VW001,Valuable,4419,33.2,58,Sunny,22,15,202.94,1.13,1,0.5,0.1,3.2,11.6,9,86.1,72.61
2024-02-24,2024,2,1,Saturday,Yes,No,WH006,General,20006,32.8,64,Sunny,72,224,27376.35,148.16,11,7.1,4.2,5.5,63.0,57,96.8,89.11
2024-02-24,2024,2,1,Saturday,Yes,No,WH005,General,20253,32.8,64,Sunny,76,278,24000.98,122.16,14,8.0,4.7,5.5,65.3,60,88.3,83.78
2024-02-24,2024,2,1,Saturday,Yes,No,WH004,General,24074,32.8,64,Sunny,86,361,38447.02,184.26,20,9.5,6.9,5.7,79.6,71,98.2,89.49
2024-02-24,2024,2,1,Saturday,Yes,No,WH003,General,18204,32.8,64,Sunny,92,358,35792.91,169.02,23,9.9,6.4,5.7,89.5,60,97.8,95.38
2024-02-24,2024,2,1,Saturday,Yes,No,WH002,General,18912,32.8,64,Sunny,79,287,32474.11,165.65,16,7.9,5.2,5.8,69.6,71,88.7,85.49
2024-02-24,2024,2,1,Saturday,Yes,No,WH001,General,23238,32.8,64,Sunny,65,233,20752.46,92.08,11,7.0,4.4,5.4,56.8,55,92.4,79.68
2024-02-24,2024,2,1,Saturday,Yes,No,VW001,Valuable,4419,32.8,64,Sunny,65,48,539.5,3.03,3,1.9,0.2,3.1,31.8,17,87.6,68.82
2024-02-24,2024,2,1,Saturday,Yes,No,EX001,Express,14467,32.8,64,Sunny,67,173,4298.98,39.17,10,5.7,6.1,5.0,62.2,44,98.9,119.46
2024-02-24,2024,2,1,Saturday,Yes,No,DG001,Dangerous Goods,11016,32.8,64,Sunny,60,38,2585.6,5.81,2,1.7,0.3,5.7,33.8,24,94.6,109.64
2024-02-24,2024,2,1,Saturday,Yes,No,CW002,Cold,13143,32.8,64,Sunny,73,154,15297.54,53.04,10,4.9,1.5,10.8,51.4,37,85.7,181.78
2024-02-24,2024,2,1,Saturday,Yes,No,CW001,Cold,13828,32.8,64,Sunny,74,205,17695.71,72.66,10,6.0,2.2,11.3,58.4,39,94.8,180.61
2024-02-24,2024,2,1,Saturday,Yes,No,LA001,Live Animal,11771,32.8,64,Sunny,55,10,297.67,3.09,1,1.8,0.0,5.8,29.3,13,97.5,128.49
2024-02-25,2024,2,1,Sunday,No,No,WH002,General,18912,30.7,58,Sunny,55,173,17709.86,86.11,6,5.5,3.0,4.7,44.2,47,97.1,84.27
2024-02-25,2024,2,1,Sunday,No,No,WH006,General,20006,30.7,58,Sunny,58,159,18515.27,85.11,9,5.1,3.0,4.9,46.1,62,88.0,80.97
2024-02-25,2024,2,1,Sunday,No,No,WH005,General,20253,30.7,58,Sunny,59,210,18890.31,82.38,14,6.1,3.4,4.7,49.8,50,91.9,86.73
2024-02-25,2024,2,1,Sunday,No,No,WH004,General,24074,30.7,58,Sunny,66,190,22034.61,122.25,7,6.1,3.5,5.3,51.9,63,85.1,80.39
2024-02-25,2024,2,1,Sunday,No,No,WH003,General,18204,30.7,58,Sunny,57,203,20093.69,102.82,10,6.5,3.6,4.9,52.4,56,90.0,82.89
2024-02-25,2024,2,1,Sunday,No,No,VW001,Valuable,4419,30.7,58,Sunny,32,25,188.37,1.42,1,1.5,0.4,3.0,22.3,15,94.2,65.01
2024-02-25,2024,2,1,Sunday,No,No,EX001,Express,14467,30.7,58,Sunny,79,293,7182.41,80.04,14,8.4,9.6,5.1,75.7,51,85.4,122.02
2024-02-25,2024,2,1,Sunday,No,No,LA001,Live Animal,11771,30.7,58,Sunny,72,18,392.9,5.35,1,1.3,0.0,4.3,36.0,21,98.8,134.98
2024-02-25,2024,2,1,Sunday,No,No,DG001,Dangerous Goods,11016,30.7,58,Sunny,40,48,3731.35,8.35,3,1.4,0.2,5.1,22.7,23,98.3,108.0
2024-02-25,2024,2,1,Sunday,No,No,CW002,Cold,13143,30.7,58,Sunny,72,154,13174.49,52.62,6,5.2,1.9,10.9,50.0,47,95.1,182.27
2024-02-25,2024,2,1,Sunday,No,No,CW001,Cold,13828,30.7,58,Sunny,74,191,18064.91,67.07,12,6.1,1.9,10.8,59.9,48,92.4,178.39
2024-02-25,2024,2,1,Sunday,No,No,WH001,General,23238,30.7,58,Sunny,81,320,34763.19,153.84,13,9.1,5.9,4.7,79.6,57,97.3,92.12
2024-02-26,2024,2,1,Monday,No,No,WH006,General,20006,29.0,62,Sunny,59,178,21239.45,121.85,9,6.2,3.5,4.0,55.0,64,86.0,84.81
2024-02-26,2024,2,1,Monday,No,No,WH004,General,24074,29.0,62,Sunny,81,200,24429.57,105.78,13,7.0,3.7,4.2,69.3,55,86.4,82.65
2024-02-26,2024,2,1,Monday,No,No,WH003,General,18204,29.0,62,Sunny,78,208,20667.73,103.04,9,6.6,4.0,4.0,65.4,62,90.4,87.2
2024-02-26,2024,2,1,Monday,No,No,WH002,General,18912,29.0,62,Sunny,95,331,40440.23,166.96,13,10.0,6.3,4.6,83.9,66,87.4,92.33
2024-02-26,2024,2,1,Monday,No,No,WH001,General,23238,29.0,62,Sunny,76,211,22249.65,119.34,10,6.3,3.6,4.0,55.5,55,95.7,79.78
2024-02-26,2024,2,1,Monday,No,No,WH005,General,20253,29.0,62,Sunny,88,225,21570.44,121.2,11,7.6,4.1,3.9,69.4,51,91.6,89.83
2024-02-26,2024,2,1,Monday,No,No,LA001,Live Animal,11771,29.0,62,Sunny,60,10,290.21,3.47,1,1.0,0.0,4.7,29.3,16,95.7,127.89
2024-02-26,2024,2,1,Monday,No,No,EX001,Express,14467,29.0,62,Sunny,80,246,5719.79,48.52,15,7.6,8.6,4.1,73.0,45,96.3,119.14
2024-02-26,2024,2,1,Monday,No,No,DG001,Dangerous Goods,11016,29.0,62,Sunny,66,80,6239.5,13.05,4,3.2,0.2,3.9,35.0,26,97.9,111.97
2024-02-26,2024,2,1,Monday,No,No,CW002,Cold,13143,29.0,62,Sunny,70,148,14137.9,47.69,5,4.9,1.9,10.7,45.4,37,95.4,176.9
2024-02-26,2024,2,1,Monday,No,No,CW001,Cold,13828,29.0,62,Sunny,72,195,16134.25,61.64,8,5.8,2.2,10.2,51.1,41,85.6,178.64
2024-02-26,2024,2,1,Monday,No,No,VW001,Valuable,4419,29.0,62,Sunny,67,48,295.49,2.14,2,2.6,0.1,2.6,38.9,14,92.6,65.95
2024-02-27,2024,2,1,Tuesday,No,No,WH006,General,20006,29.7,60,Sunny,58,191,22515.81,98.77,9,5.9,3.6,4.7,51.0,49,95.6,82.08
2024-02-27,2024,2,1,Tuesday,No,No,WH005,General,20253,29.7,60,Sunny,79,210,25571.23,151.83,10,6.8,4.1,4.7,63.8,69,98.4,86.51
2024-02-27,2024,2,1,Tuesday,No,No,WH004,General,24074,29.7,60,Sunny,74,293,34385.28,162.59,13,8.0,5.7,4.7,65.8,56,85.0,86.95
2024-02-27,2024,2,1,Tuesday,No,No,WH003,General,18204,29.7,60,Sunny,94,338,40174.43,261.53,18,9.2,5.5,4.3,85.7,70,94.8,92.89
2024-02-27,2024,2,1,Tuesday,No,No,WH002,General,18912,29.7,60,Sunny,74,191,22643.97,102.06,11,6.4,3.9,4.9,56.2,47,92.7,85.35
2024-02-27,2024,2,1,Tuesday,No,No,WH001,General,23238,29.7,60,Sunny,88,262,26652.64,162.21,14,7.6,4.4,4.1,68.2,61,86.2,84.62
2024-02-27,2024,2,1,Tuesday,No,No,EX001,Express,14467,29.7,60,Sunny,69,138,3056.95,22.79,9,5.1,4.4,4.7,52.3,41,92.1,113.19
2024-02-27,2024,2,1,Tuesday,No,No,LA001,Live Animal,11771,29.7,60,Sunny,34,7,144.61,1.8,1,0.7,0.0,4.4,15.4,11,95.9,130.67
2024-02-27,2024,2,1,Tuesday,No,No,DG001,Dangerous Goods,11016,29.7,60,Sunny,74,70,5761.91,13.7,2,2.8,0.2,5.0,41.7,26,87.6,109.63
2024-02-27,2024,2,1,Tuesday,No,No,CW002,Cold,13143,29.7,60,Sunny,68,116,9865.72,49.27,6,4.2,1.5,10.3,42.9,43,85.3,171.45
2024-02-27,2024,2,1,Tuesday,No,No,CW001,Cold,13828,29.7,60,Sunny,65,156,13858.0,48.32,9,4.9,2.0,10.0,43.1,38,87.0,177.46
2024-02-27,2024,2,1,Tuesday,No,No,VW001,Valuable,4419,29.7,60,Sunny,52,18,186.75,1.16,1,1.1,0.3,2.7,27.0,10,90.1,65.94
2024-02-28,2024,2,1,Wednesday,No,No,WH003,General,18204,30.1,53,Sunny,88,301,27363.92,114.54,20,8.4,5.8,4.7,76.2,57,88.3,84.65
2024-02-28,2024,2,1,Wednesday,No,No,WH004,General,24074,30.1,53,Sunny,63,209,22912.47,124.1,13,6.2,3.5,4.5,51.5,63,91.5,84.44
2024-02-28,2024,2,1,Wednesday,No,No,WH002,General,18912,30.1,53,Sunny,64,164,16448.37,83.46,9,5.6,2.8,4.5,56.1,53,91.7,86.41
2024-02-28,2024,2,1,Wednesday,No,No,WH006,General,20006,30.1,53,Sunny,92,334,30194.85,185.96,14,9.7,6.0,4.9,87.9,57,93.5,88.94
2024-02-28,2024,2,1,Wednesday,No,No,WH005,General,20253,30.1,53,Sunny,67,208,24586.08,138.94,9,6.0,3.5,4.3,50.8,56,97.5,81.41
2024-02-28,2024,2,1,Wednesday,No,No,WH001,General,23238,30.1,53,Sunny,76,188,17695.84,79.29,7,6.7,3.1,5.1,63.8,52,90.9,83.9
2024-02-28,2024,2,1,Wednesday,No,No,CW001,Cold,13828,30.1,53,Sunny,95,214,18690.4,63.45,11,7.0,2.3,10.7,72.1,51,90.7,186.81
2024-02-28,2024,2,1,Wednesday,No,No,LA001,Live Animal,11771,30.1,53,Sunny,48,11,371.32,4.78,1,1.2,0.0,4.6,20.0,18,92.9,135.55
2024-02-28,2024,2,1,Wednesday,No,No,EX001,Express,14467,30.1,53,Sunny,78,241,3504.16,35.86,13,6.8,8.3,4.5,67.2,41,92.3,116.54
2024-02-28,2024,2,1,Wednesday,No,No,DG001,Dangerous Goods,11016,30.1,53,Sunny,59,62,3977.89,11.92,2,1.9,0.3,5.1,29.1,22,97.9,112.85
2024-02-28,2024,2,1,Wednesday,No,No,CW002,Cold,13143,30.1,53,Sunny,65,150,13139.65,49.12,8,4.8,1.5,9.9,46.2,43,87.5,178.76
2024-02-28,2024,2,1,Wednesday,No,No,VW001,Valuable,4419,30.1,53,Sunny,60,38,334.79,2.43,2,2.4,0.4,2.8,31.3,14,97.0,66.05
2024-02-29,2024,2,1,Thursday,No,No,WH005,General,20253,33.3,48,Dust Storm,81,315,29422.02,173.87,17,8.9,5.7,5.3,71.4,72,87.3,84.97
2024-02-29,2024,2,1,Thursday,No,No,WH004,General,24074,33.3,48,Dust Storm,76,236,25243.01,113.1,9,7.3,3.8,6.1,65.0,63,98.2,83.48
2024-02-29,2024,2,1,Thursday,No,No,WH003,General,18204,33.3,48,Dust Storm,69,248,25224.44,123.37,16,7.4,4.4,5.8,65.1,71,97.0,88.58
2024-02-29,2024,2,1,Thursday,No,No,WH002,General,18912,33.3,48,Dust Storm,63,184,20420.47,130.16,10,6.1,3.7,5.1,57.7,53,96.6,86.56
2024-02-29,2024,2,1,Thursday,No,No,WH001,General,23238,33.3,48,Dust Storm,68,270,23182.69,95.07,10,7.9,4.7,5.8,61.6,60,87.0,83.98
