Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Lighting_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2024-09-26,2024,9,3,Thursday,No,No,WH004,General,24074,43.5,62,Hot,87,319,27543.6,124.54,14,8.8,5.8,9.7,24.0,76.9,76,85.1,91.15
2024-09-26,2024,9,3,Thursday,No,No,WH005,General,20253,43.5,62,Hot,73,191,18461.35,92.34,12,6.2,3.6,9.1,24.0,56.8,63,86.7,91.27
2024-09-26,2024,9,3,Thursday,No,No,WH006,General,20006,43.5,62,Hot,64,199,18287.21,105.73,10,6.0,4.0,9.0,24.0,57.2,62,92.4,83.37
2024-09-27,2024,9,3,Friday,Yes,No,CW001,Cold,13828,38.1,67,Hot,89,173,16413.74,78.78,9,6.0,2.2,12.3,24.0,63.1,36,98.7,191.45
2024-09-27,2024,9,3,Friday,Yes,No,CW002,Cold,13143,38.1,67,Hot,94,225,24574.79,83.05,9,6.7,2.4,11.6,24.0,71.1,54,91.5,184.85
2024-09-27,2024,9,3,Friday,Yes,No,DG001,Dangerous Goods,11016,38.1,67,Hot,73,80,6101.7,12.25,5,2.8,0.4,6.6,24.0,38.2,20,96.2,111.27
2024-09-27,2024,9,3,Friday,Yes,No,EX001,Express,14467,38.1,67,Hot,62,198,3932.49,39.74,9,6.0,7.1,6.8,24.0,58.5,43,86.7,118.49
2024-09-27,2024,9,3,Friday,Yes,No,LA001,Live Animal,11771,38.1,67,Hot,62,14,562.99,7.98,1,1.4,0.0,7.1,24.0,28.6,11,85.2,139.17
2024-09-27,2024,9,3,Friday,Yes,No,VW001,Valuable,4419,38.1,67,Hot,52,19,278.69,2.38,1,1.9,0.4,4.4,24.0,26.8,11,96.1,76.26
2024-09-27,2024,9,3,Friday,Yes,No,WH001,General,23238,38.1,67,Hot,80,198,21550.97,137.06,11,6.7,3.5,6.9,24.0,58.8,59,95.7,86.52
2024-09-27,2024,9,3,Friday,Yes,No,WH002,General,18912,38.1,67,Hot,82,313,38281.35,206.12,13,8.8,5.2,6.9,24.0,71.1,57,97.5,87.12
2024-09-27,2024,9,3,Friday,Yes,No,WH003,General,18204,38.1,67,Hot,84,243,21540.3,140.98,14,7.8,4.2,6.8,24.0,65.2,62,92.6,84.67
2024-09-27,2024,9,3,Friday,Yes,No,WH004,General,24074,38.1,67,Hot,88,267,28507.42,116.91,17,8.3,4.7,6.6,24.0,75.4,68,88.2,90.92
2024-09-27,2024,9,3,Friday,Yes,No,WH005,General,20253,38.1,67,Hot,68,212,21887.3,108.33,10,7.1,3.7,6.7,24.0,57.5,59,94.0,86.76
2024-09-27,2024,9,3,Friday,Yes,No,WH006,General,20006,38.1,67,Hot,58,243,27872.12,168.96,15,7.4,4.1,6.7,24.0,53.3,69,95.8,90.4
2024-09-28,2024,9,3,Saturday,Yes,No,CW001,Cold,13828,39.3,61,Hot,84,224,24304.99,103.72,14,6.2,2.2,12.7,24.0,58.3,46,93.4,186.06
2024-09-28,2024,9,3,Saturday,Yes,No,CW002,Cold,13143,39.3,61,Hot,84,150,13416.8,51.96,6,5.5,1.4,12.4,24.0,58.9,41,89.2,184.33
2024-09-28,2024,9,3,Saturday,Yes,No,DG001,Dangerous Goods,11016,39.3,61,Hot,59,62,4406.18,12.97,3,2.1,0.4,7.5,24.0,31.4,23,86.8,118.19
2024-09-28,2024,9,3,Saturday,Yes,No,EX001,Express,14467,39.3,61,Hot,75,251,5526.86,58.8,12,7.4,8.5,7.1,24.0,70.8,47,92.6,125.4
2024-09-28,2024,9,3,Saturday,Yes,No,LA001,Live Animal,11771,39.3,61,Hot,35,5,216.18,2.64,1,1.1,0.0,7.4,24.0,18.7,11,92.5,136.08
2024-09-28,2024,9,3,Saturday,Yes,No,VW001,Valuable,4419,39.3,61,Hot,43,24,342.5,1.79,1,1.8,0.2,4.4,24.0,21.0,14,93.8,68.88
2024-09-28,2024,9,3,Saturday,Yes,No,WH001,General,23238,39.3,61,Hot,58,189,21139.78,101.41,9,6.3,3.0,7.1,24.0,55.7,67,85.7,84.84
2024-09-28,2024,9,3,Saturday,Yes,No,WH002,General,18912,39.3,61,Hot,76,251,30008.24,123.39,11,7.5,4.6,7.5,24.0,65.0,64,92.3,88.23
2024-09-28,2024,9,3,Saturday,Yes,No,WH003,General,18204,39.3,61,Hot,93,373,37724.32,199.29,16,10.1,7.0,7.8,24.0,85.1,79,89.9,92.82
2024-09-28,2024,9,3,Saturday,Yes,No,WH004,General,24074,39.3,61,Hot,69,244,25656.69,119.67,14,7.7,4.1,7.4,24.0,66.7,68,97.2,92.17
2024-09-28,2024,9,3,Saturday,Yes,No,WH005,General,20253,39.3,61,Hot,67,225,27354.14,110.91,10,7.1,3.8,7.1,24.0,64.4,63,92.0,87.98
2024-09-28,2024,9,3,Saturday,Yes,No,WH006,General,20006,39.3,61,Hot,75,251,26265.14,173.73,12,7.4,4.5,7.7,24.0,67.7,69,85.2,86.41
2024-09-29,2024,9,3,Sunday,No,No,CW001,Cold,13828,41.4,57,Hot,96,194,21136.21,71.96,11,6.0,2.2,12.4,24.0,65.7,37,89.4,189.15
2024-09-29,2024,9,3,Sunday,No,No,CW002,Cold,13143,41.4,57,Hot,82,155,16169.84,63.38,8,5.4,1.5,12.5,24.0,52.1,42,92.4,181.39
2024-09-29,2024,9,3,Sunday,No,No,DG001,Dangerous Goods,11016,41.4,57,Hot,73,43,2203.05,4.7,2,1.9,0.1,8.8,24.0,36.3,23,88.2,119.85
2024-09-29,2024,9,3,Sunday,No,No,EX001,Express,14467,41.4,57,Hot,78,216,3081.07,26.46,9,6.9,6.9,8.3,24.0,66.3,47,87.9,118.83
2024-09-29,2024,9,3,Sunday,No,No,LA001,Live Animal,11771,41.4,57,Hot,34,13,411.99,7.18,1,1.1,0.0,7.9,24.0,18.8,13,90.2,137.44
2024-09-29,2024,9,3,Sunday,No,No,VW001,Valuable,4419,41.4,57,Hot,63,26,190.21,1.47,1,1.6,0.3,5.0,24.0,28.4,9,91.0,76.04
2024-09-29,2024,9,3,Sunday,No,No,WH001,General,23238,41.4,57,Hot,85,352,30097.15,122.15,16,9.5,6.1,8.8,24.0,75.6,58,85.9,94.29
2024-09-29,2024,9,3,Sunday,No,No,WH002,General,18912,41.4,57,Hot,93,375,46652.03,261.15,15,9.9,6.8,8.6,24.0,81.3,71,88.4,93.27
2024-09-29,2024,9,3,Sunday,No,No,WH003,General,18204,41.4,57,Hot,93,223,25324.05,166.58,9,7.7,4.1,8.3,24.0,70.0,55,89.0,90.72
2024-09-29,2024,9,3,Sunday,No,No,WH004,General,24074,41.4,57,Hot,87,286,32956.87,149.19,12,8.7,5.1,8.2,24.0,79.6,68,94.6,94.62
2024-09-29,2024,9,3,Sunday,No,No,WH005,General,20253,41.4,57,Hot,91,292,35145.35,155.13,12,8.5,5.2,8.7,24.0,72.8,62,88.4,96.54
2024-09-29,2024,9,3,Sunday,No,No,WH006,General,20006,41.4,57,Hot,55,170,20801.78,98.4,11,5.9,2.9,8.2,24.0,45.5,53,97.7,83.19
2024-09-30,2024,9,3,Monday,No,No,CW001,Cold,13828,36.5,60,Sunny,92,261,25001.33,93.43,17,7.5,2.7,11.3,24.0,72.6,53,92.1,188.7
2024-09-30,2024,9,3,Monday,No,No,CW002,Cold,13143,36.5,60,Sunny,94,169,14190.08,64.97,10,6.0,1.7,11.9,24.0,60.8,38,87.0,184.82
2024-09-30,2024,9,3,Monday,No,No,DG001,Dangerous Goods,11016,36.5,60,Sunny,61,34,2547.82,6.96,1,1.8,0.3,6.2,24.0,31.5,26,96.3,112.15
2024-09-30,2024,9,3,Monday,No,No,EX001,Express,14467,36.5,60,Sunny,95,302,4786.73,35.37,12,9.2,10.1,6.9,24.0,84.7,46,85.8,122.78
2024-09-30,2024,9,3,Monday,No,No,LA001,Live Animal,11771,36.5,60,Sunny,66,18,677.59,8.32,1,2.1,0.0,7.0,24.0,37.4,17,89.2,137.43
2024-09-30,2024,9,3,Monday,No,No,VW001,Valuable,4419,36.5,60,Sunny,33,11,149.93,0.97,1,0.6,0.4,3.7,24.0,17.9,10,97.6,71.92
2024-09-30,2024,9,3,Monday,No,No,WH001,General,23238,36.5,60,Sunny,57,228,21316.23,101.72,9,7.1,3.8,6.2,24.0,50.9,54,98.4,88.82
2024-09-30,2024,9,3,Monday,No,No,WH002,General,18912,36.5,60,Sunny,78,208,18219.11,121.37,11,6.8,3.5,6.3,24.0,63.1,53,94.2,83.54
2024-09-30,2024,9,3,Monday,No,No,WH003,General,18204,36.5,60,Sunny,82,238,28318.39,158.59,14,7.2,4.0,6.6,24.0,64.0,62,95.8,91.7
2024-09-30,2024,9,3,Monday,No,No,WH004,General,24074,36.5,60,Sunny,62,178,19658.84,81.29,7,5.3,3.0,6.7,24.0,45.4,52,85.2,80.06
2024-09-30,2024,9,3,Monday,No,No,WH005,General,20253,36.5,60,Sunny,60,209,17908.27,111.12,13,6.5,4.2,6.4,24.0,53.3,65,93.4,82.3
2024-09-30,2024,9,3,Monday,No,No,WH006,General,20006,36.5,60,Sunny,65,244,24882.33,114.54,10,7.1,3.9,6.7,24.0,60.2,62,89.8,82.06
2024-10-01,2024,10,4,Tuesday,No,No,CW001,Cold,13828,37.4,51,Sunny,96,180,17566.45,68.06,7,6.1,2.1,11.9,24.0,68.3,47,92.8,181.33
2024-10-01,2024,10,4,Tuesday,No,No,CW002,Cold,13143,37.4,51,Sunny,71,167,15576.62,75.85,7,5.0,1.8,11.8,24.0,45.5,45,94.3,183.49
2024-10-01,2024,10,4,Tuesday,No,No,DG001,Dangerous Goods,11016,37.4,51,Sunny,79,57,4290.22,10.22,3,2.6,0.2,7.0,24.0,40.5,28,90.7,110.16
2024-10-01,2024,10,4,Tuesday,No,No,EX001,Express,14467,37.4,51,Sunny,89,256,3567.67,31.91,11,7.4,9.1,7.3,24.0,79.8,43,90.8,118.15
2024-10-01,2024,10,4,Tuesday,No,No,LA001,Live Animal,11771,37.4,51,Sunny,61,22,486.04,8.02,1,2.0,0.0,7.2,24.0,35.0,19,91.6,134.9
2024-10-01,2024,10,4,Tuesday,No,No,VW001,Valuable,4419,37.4,51,Sunny,51,20,104.96,0.55,1,1.0,0.1,4.2,24.0,22.0,10,96.5,67.44
2024-10-01,2024,10,4,Tuesday,No,No,WH001,General,23238,37.4,51,Sunny,61,165,18619.5,83.71,8,5.2,3.0,6.7,24.0,52.1,64,86.4,83.47
2024-10-01,2024,10,4,Tuesday,No,No,WH002,General,18912,37.4,51,Sunny,88,366,37303.2,193.22,21,10.4,6.9,6.9,24.0,84.7,78,90.4,87.94
2024-10-01,2024,10,4,Tuesday,No,No,WH003,General,18204,37.4,51,Sunny,59,170,17851.15,75.29,8,5.3,3.4,6.6,24.0,49.2,66,95.5,84.52
2024-10-01,2024,10,4,Tuesday,No,No,WH004,General,24074,37.4,51,Sunny,79,260,29950.25,186.63,16,7.5,4.1,6.4,24.0,66.2,60,97.8,84.71
2024-10-01,2024,10,4,Tuesday,No,No,WH005,General,20253,37.4,51,Sunny,86,276,29915.8,124.82,17,8.5,4.9,6.6,24.0,72.8,71,97.8,91.56
2024-10-01,2024,10,4,Tuesday,No,No,WH006,General,20006,37.4,51,Sunny,69,197,17126.65,89.94,9,6.7,3.2,6.8,24.0,60.4,50,96.3,80.69
2024-10-02,2024,10,4,Wednesday,No,No,CW001,Cold,13828,36.2,49,Dust Storm,67,151,16310.19,59.28,8,4.8,1.7,12.1,24.0,45.0,46,86.7,184.84
2024-10-02,2024,10,4,Wednesday,No,No,CW002,Cold,13143,36.2,49,Dust Storm,97,256,23124.7,79.33,11,7.3,2.6,11.9,24.0,68.5,56,89.5,189.63
2024-10-02,2024,10,4,Wednesday,No,No,DG001,Dangerous Goods,11016,36.2,49,Dust Storm,58,38,2404.75,4.9,1,2.3,0.0,6.6,24.0,30.4,19,96.0,113.75
2024-10-02,2024,10,4,Wednesday,No,No,EX001,Express,14467,36.2,49,Dust Storm,81,290,6683.07,45.68,14,8.7,9.9,6.1,24.0,84.4,50,96.2,120.31
2024-10-02,2024,10,4,Wednesday,No,No,LA001,Live Animal,11771,36.2,49,Dust Storm,51,15,537.3,8.92,1,1.6,0.0,6.6,24.0,22.8,15,97.4,138.97
2024-10-02,2024,10,4,Wednesday,No,No,VW001,Valuable,4419,36.2,49,Dust Storm,23,13,141.77,0.96,1,1.0,0.3,3.8,24.0,10.9,9,86.4,68.55
2024-10-02,2024,10,4,Wednesday,No,No,WH001,General,23238,36.2,49,Dust Storm,56,194,20850.54,84.2,8,6.0,3.0,6.4,24.0,49.6,67,86.4,81.83
2024-10-02,2024,10,4,Wednesday,No,No,WH002,General,18912,36.2,49,Dust Storm,55,182,18058.28,108.35,9,5.6,2.8,6.0,24.0,50.4,54,85.0,85.09
2024-10-02,2024,10,4,Wednesday,No,No,WH003,General,18204,36.2,49,Dust Storm,63,252,27563.91,133.47,12,7.7,4.9,6.1,24.0,59.5,61,95.2,86.61
2024-10-02,2024,10,4,Wednesday,No,No,WH004,General,24074,36.2,49,Dust Storm,58,152,15022.75,75.03,6,5.2,2.6,6.1,24.0,49.9,58,91.6,83.51
2024-10-02,2024,10,4,Wednesday,No,No,WH005,General,20253,36.2,49,Dust Storm,63,180,15775.86,75.79,9,5.9,3.3,7.0,24.0,49.5,64,97.4,79.92
2024-10-02,2024,10,4,Wednesday,No,No,WH006,General,20006,36.2,49,Dust Storm,58,168,14733.98,68.93,7,5.8,2.8,7.0,24.0,54.2,58,85.9,79.98
2024-10-03,2024,10,4,Thursday,No,No,CW001,Cold,13828,36.6,56,Sunny,96,227,21236.14,78.6,11,7.4,2.4,11.5,24.0,68.5,41,92.0,182.74
2024-10-03,2024,10,4,Thursday,No,No,CW002,Cold,13143,36.6,56,Sunny,91,228,22722.99,103.3,10,7.4,2.3,11.9,24.0,70.1,40,89.8,189.09
2024-10-03,2024,10,4,Thursday,No,No,DG001,Dangerous Goods,11016,36.6,56,Sunny,78,64,5642.45,17.76,3,2.4,0.2,6.6,24.0,41.2,20,98.5,116.86
2024-10-03,2024,10,4,Thursday,No,No,EX001,Express,14467,36.6,56,Sunny,92,280,5287.56,47.04,18,8.3,9.9,6.1,24.0,80.1,52,97.7,121.42
2024-10-03,2024,10,4,Thursday,No,No,LA001,Live Animal,11771,36.6,56,Sunny,61,25,944.82,17.54,1,1.6,0.0,6.2,24.0,25.7,13,98.7,135.5
2024-10-03,2024,10,4,Thursday,No,No,VW001,Valuable,4419,36.6,56,Sunny,23,7,83.3,0.44,1,0.5,0.4,3.8,24.0,15.9,15,88.3,66.62
2024-10-03,2024,10,4,Thursday,No,No,WH001,General,23238,36.6,56,Sunny,61,254,22414.76,99.83,14,7.7,4.7,6.5,24.0,58.7,71,93.8,87.83
2024-10-03,2024,10,4,Thursday,No,No,WH002,General,18912,36.6,56,Sunny,62,252,26636.04,135.29,10,7.4,4.1,6.7,24.0,55.3,63,97.7,81.44
2024-10-03,2024,10,4,Thursday,No,No,WH003,General,18204,36.6,56,Sunny,89,265,31514.99,126.74,12,8.2,4.5,6.7,24.0,74.3,62,93.1,85.64
2024-10-03,2024,10,4,Thursday,No,No,WH004,General,24074,36.6,56,Sunny,83,354,39983.58,170.02,14,10.1,6.1,7.0,24.0,78.9,77,86.9,95.19
2024-10-03,2024,10,4,Thursday,No,No,WH005,General,20253,36.6,56,Sunny,79,283,25557.8,114.96,14,8.0,5.2,6.9,24.0,71.3,67,93.7,83.69
2024-10-03,2024,10,4,Thursday,No,No,WH006,General,20006,36.6,56,Sunny,55,208,18108.67,87.42,9,6.5,3.5,6.2,24.0,54.3,68,98.3,78.62
2024-10-04,2024,10,4,Friday,Yes,No,CW001,Cold,13828,37.0,59,Sunny,97,212,19682.27,88.5,9,6.9,2.6,12.2,24.0,67.7,54,96.3,185.45
2024-10-04,2024,10,4,Friday,Yes,No,CW002,Cold,13143,37.0,59,Sunny,67,171,18734.21,62.57,7,4.9,1.8,12.1,24.0,50.4,40,91.2,185.54
2024-10-04,2024,10,4,Friday,Yes,No,DG001,Dangerous Goods,11016,37.0,59,Sunny,63,34,2901.76,7.11,2,2.3,0.2,6.3,24.0,37.5,23,97.5,106.69
2024-10-04,2024,10,4,Friday,Yes,No,EX001,Express,14467,37.0,59,Sunny,82,256,5779.35,59.54,10,8.0,8.9,6.4,24.0,79.4,51,90.0,116.95
2024-10-04,2024,10,4,Friday,Yes,No,LA001,Live Animal,11771,37.0,59,Sunny,71,13,285.85,5.51,1,1.4,0.0,7.0,24.0,30.4,20,98.8,133.04
2024-10-04,2024,10,4,Friday,Yes,No,VW001,Valuable,4419,37.0,59,Sunny,22,6,65.36,0.4,1,1.0,0.4,4.3,24.0,14.6,9,96.9,72.44
2024-10-04,2024,10,4,Friday,Yes,No,WH001,General,23238,37.0,59,Sunny,84,344,32231.17,144.18,13,9.5,6.3,6.6,24.0,76.2,61,97.6,85.93
2024-10-04,2024,10,4,Friday,Yes,No,WH002,General,18912,37.0,59,Sunny,91,269,29495.11,119.87,13,7.7,4.9,6.9,24.0,69.7,64,89.6,93.54
2024-10-04,2024,10,4,Friday,Yes,No,WH003,General,18204,37.0,59,Sunny,83,268,27842.93,117.29,11,7.6,4.4,7.0,24.0,70.6,70,95.2,85.82
2024-10-04,2024,10,4,Friday,Yes,No,WH004,General,24074,37.0,59,Sunny,58,163,17101.39,94.37,6,5.7,2.9,6.4,24.0,51.5,45,86.7,80.9
2024-10-04,2024,10,4,Friday,Yes,No,WH005,General,20253,37.0,59,Sunny,70,292,31610.62,164.88,19,8.5,4.8,6.4,24.0,68.2,54,93.7,84.76
2024-10-04,2024,10,4,Friday,Yes,No,WH006,General,20006,37.0,59,Sunny,85,302,32325.77,136.8,12,8.5,5.3,6.6,24.0,76.6,64,87.5,85.76
2024-10-05,2024,10,4,Saturday,Yes,No,CW001,Cold,13828,35.9,64,Sunny,77,222,24174.26,97.48,9,6.0,2.7,11.9,24.0,62.2,45,95.0,185.45
2024-10-05,2024,10,4,Saturday,Yes,No,CW002,Cold,13143,35.9,64,Sunny,82,196,19984.54,77.31,11,6.0,2.2,11.8,24.0,58.7,45,86.5,178.95
2024-10-05,2024,10,4,Saturday,Yes,No,DG001,Dangerous Goods,11016,35.9,64,Sunny,57,68,6117.84,12.79,3,3.0,0.3,6.6,24.0,36.7,20,93.4,112.05
2024-10-05,2024,10,4,Saturday,Yes,No,EX001,Express,14467,35.9,64,Sunny,67,198,3690.46,38.36,8,6.1,7.0,6.9,24.0,61.0,41,86.6,121.13
2024-10-05,2024,10,4,Saturday,Yes,No,LA001,Live Animal,11771,35.9,64,Sunny,33,5,160.6,2.72,1,1.0,0.0,6.1,24.0,14.3,18,93.5,132.67
2024-10-05,2024,10,4,Saturday,Yes,No,VW001,Valuable,4419,35.9,64,Sunny,67,38,528.82,2.81,1,2.3,0.3,3.6,24.0,40.0,17,85.9,76.13
2024-10-05,2024,10,4,Saturday,Yes,No,WH001,General,23238,35.9,64,Sunny,62,175,21500.05,87.52,8,5.3,3.2,6.3,24.0,48.4,48,94.7,86.57
2024-10-05,2024,10,4,Saturday,Yes,No,WH002,General,18912,35.9,64,Sunny,89,363,40022.42,234.52,17,9.8,6.7,6.5,24.0,87.0,69,92.9,95.95
2024-10-05,2024,10,4,Saturday,Yes,No,WH003,General,18204,35.9,64,Sunny,79,285,31514.76,196.65,19,8.4,4.7,6.6,24.0,68.1,72,85.2,89.05
2024-10-05,2024,10,4,Saturday,Yes,No,WH004,General,24074,35.9,64,Sunny,62,186,18260.6,90.74,8,6.3,2.8,6.0,24.0,48.6,47,95.5,81.7
2024-10-05,2024,10,4,Saturday,Yes,No,WH005,General,20253,35.9,64,Sunny,62,190,21232.03,90.49,11,6.0,3.1,6.5,24.0,47.5,49,91.0,87.93
2024-10-05,2024,10,4,Saturday,Yes,No,WH006,General,20006,35.9,64,Sunny,58,226,20833.2,94.09,13,6.7,4.0,6.0,24.0,57.1,50,86.9,89.23
2024-10-06,2024,10,4,Sunday,No,No,CW001,Cold,13828,35.3,58,Sunny,84,160,14756.56,67.81,10,5.6,1.8,11.8,24.0,54.2,36,86.0,185.35
2024-10-06,2024,10,4,Sunday,No,No,CW002,Cold,13143,35.3,58,Sunny,84,136,13691.3,55.27,7,4.7,1.3,11.0,24.0,54.0,45,91.2,176.18
2024-10-06,2024,10,4,Sunday,No,No,DG001,Dangerous Goods,11016,35.3,58,Sunny,45,48,3860.37,10.65,3,1.8,0.1,6.1,24.0,27.2,21,90.6,111.13
2024-10-06,2024,10,4,Sunday,No,No,EX001,Express,14467,35.3,58,Sunny,84,224,2585.78,21.35,10,6.6,8.0,6.1,24.0,69.4,42,86.3,121.32
2024-10-06,2024,10,4,Sunday,No,No,LA001,Live Animal,11771,35.3,58,Sunny,58,23,951.22,15.46,1,2.0,0.0,6.7,24.0,27.6,16,85.2,135.59
2024-10-06,2024,10,4,Sunday,No,No,VW001,Valuable,4419,35.3,58,Sunny,43,22,123.25,0.93,1,1.1,0.4,3.5,24.0,17.0,10,92.7,73.04
2024-10-06,2024,10,4,Sunday,No,No,WH001,General,23238,35.3,58,Sunny,81,249,25337.24,168.77,11,7.1,4.0,6.3,24.0,64.4,56,91.1,88.03
2024-10-06,2024,10,4,Sunday,No,No,WH002,General,18912,35.3,58,Sunny,60,152,16094.72,103.18,6,4.9,2.8,6.0,24.0,48.6,62,91.9,87.29
2024-10-06,2024,10,4,Sunday,No,No,WH003,General,18204,35.3,58,Sunny,86,263,32771.36,178.11,11,7.6,5.0,6.6,24.0,74.4,64,94.0,89.34
2024-10-06,2024,10,4,Sunday,No,No,WH004,General,24074,35.3,58,Sunny,71,249,28218.96,127.21,13,7.5,4.9,6.2,24.0,63.5,56,98.5,82.15
2024-10-06,2024,10,4,Sunday,No,No,WH005,General,20253,35.3,58,Sunny,67,246,23693.34,119.09,9,6.9,4.8,6.5,24.0,63.4,64,87.3,81.0
2024-10-06,2024,10,4,Sunday,No,No,WH006,General,20006,35.3,58,Sunny,75,319,38571.67,239.25,12,9.1,5.8,6.6,24.0,74.2,66,87.8,87.7
2024-10-07,2024,10,4,Monday,No,No,CW001,Cold,13828,35.7,58,Sunny,71,156,14756.97,54.98,6,4.9,1.9,11.7,24.0,47.0,50,91.5,180.1
2024-10-07,2024,10,4,Monday,No,No,CW002,Cold,13143,35.7,58,Sunny,74,172,15843.95,54.46,7,5.3,2.0,11.6,24.0,54.5,43,91.4,177.11
2024-10-07,2024,10,4,Monday,No,No,DG001,Dangerous Goods,11016,35.7,58,Sunny,75,59,2987.76,9.2,3,2.7,0.2,6.3,24.0,35.7,19,98.7,111.31
2024-10-07,2024,10,4,Monday,No,No,EX001,Express,14467,35.7,58,Sunny,89,183,4534.06,53.15,10,6.5,6.1,6.2,24.0,74.7,44,87.8,121.9
2024-10-07,2024,10,4,Monday,No,No,LA001,Live Animal,11771,35.7,58,Sunny,36,17,426.63,6.46,1,1.3,0.0,6.6,24.0,18.0,13,98.0,128.38
2024-10-07,2024,10,4,Monday,No,No,VW001,Valuable,4419,35.7,58,Sunny,64,23,297.82,1.86,1,1.9,0.2,4.1,24.0,28.5,9,90.8,75.36
2024-10-07,2024,10,4,Monday,No,No,WH001,General,23238,35.7,58,Sunny,95,385,35112.49,174.61,17,10.5,7.3,6.0,24.0,86.2,65,85.0,89.29
2024-10-07,2024,10,4,Monday,No,No,WH002,General,18912,35.7,58,Sunny,91,355,35171.49,206.11,19,9.9,5.9,6.2,24.0,81.4,68,95.4,90.38
2024-10-07,2024,10,4,Monday,No,No,WH003,General,18204,35.7,58,Sunny,83,215,21655.71,93.23,13,7.2,3.6,6.7,24.0,62.4,52,90.8,84.95
2024-10-07,2024,10,4,Monday,No,No,WH004,General,24074,35.7,58,Sunny,87,269,33504.76,205.32,12,8.2,4.6,6.1,24.0,72.7,63,95.8,88.54
2024-10-07,2024,10,4,Monday,No,No,WH005,General,20253,35.7,58,Sunny,61,222,24156.08,146.99,9,6.4,3.7,6.1,24.0,50.5,54,86.5,84.73
2024-10-07,2024,10,4,Monday,No,No,WH006,General,20006,35.7,58,Sunny,67,278,29780.85,186.87,17,8.2,4.7,6.3,24.0,69.2,65,95.7,86.97
2024-10-08,2024,10,4,Tuesday,No,No,CW001,Cold,13828,34.5,68,Sunny,95,272,24194.12,109.07,12,8.2,3.1,10.9,24.0,78.8,46,89.6,184.07
2024-10-08,2024,10,4,Tuesday,No,No,CW002,Cold,13143,34.5,68,Sunny,86,214,20355.03,72.05,11,6.7,2.6,11.1,24.0,63.9,44,92.6,180.52
2024-10-08,2024,10,4,Tuesday,No,No,DG001,Dangerous Goods,11016,34.5,68,Sunny,50,36,2384.92,5.05,1,1.9,0.2,5.5,24.0,26.3,19,93.5,112.75
2024-10-08,2024,10,4,Tuesday,No,No,EX001,Express,14467,34.5,68,Sunny,82,261,5014.0,39.48,13,7.7,8.6,5.9,24.0,78.7,49,92.2,118.6
2024-10-08,2024,10,4,Tuesday,No,No,LA001,Live Animal,11771,34.5,68,Sunny,65,14,294.33,3.67,1,1.4,0.0,5.5,24.0,30.0,19,88.4,129.36
2024-10-08,2024,10,4,Tuesday,No,No,VW001,Valuable,4419,34.5,68,Sunny,68,46,444.77,2.68,2,2.7,0.4,3.4,24.0,33.7,13,88.6,73.95
2024-10-08,2024,10,4,Tuesday,No,No,WH001,General,23238,34.5,68,Sunny,67,214,22593.48,138.58,12,7.1,3.9,5.5,24.0,62.8,49,86.1,88.04
2024-10-08,2024,10,4,Tuesday,No,No,WH002,General,18912,34.5,68,Sunny,64,201,22726.56,120.74,9,6.3,3.7,6.4,24.0,57.3,59,91.6,84.91
2024-10-08,2024,10,4,Tuesday,No,No,WH003,General,18204,34.5,68,Sunny,78,326,30011.81,189.12,20,9.4,6.2,5.9,24.0,78.2,73,93.5,92.95
2024-10-08,2024,10,4,Tuesday,No,No,WH004,General,24074,34.5,68,Sunny,72,252,27212.54,148.37,16,7.4,4.8,5.6,24.0,66.6,51,85.6,81.47
2024-10-08,2024,10,4,Tuesday,No,No,WH005,General,20253,34.5,68,Sunny,67,256,24114.08,114.47,16,7.6,4.1,6.1,24.0,64.7,68,93.3,81.33
2024-10-08,2024,10,4,Tuesday,No,No,WH006,General,20006,34.5,68,Sunny,90,375,42734.34,204.43,18,9.8,6.9,5.7,24.0,81.0,74,94.6,95.21
2024-10-09,2024,10,4,Wednesday,No,No,CW001,Cold,13828,35.0,71,Sunny,94,154,12952.29,51.52,8,5.6,1.9,11.1,24.0,64.2,36,87.7,181.14
2024-10-09,2024,10,4,Wednesday,No,No,CW002,Cold,13143,35.0,71,Sunny,76,191,20482.48,87.1,7,5.4,2.1,11.6,24.0,50.0,52,92.9,183.06
2024-10-09,2024,10,4,Wednesday,No,No,DG001,Dangerous Goods,11016,35.0,71,Sunny,72,66,5800.2,16.5,2,2.8,0.2,5.8,24.0,37.9,23,92.4,114.34
2024-10-09,2024,10,4,Wednesday,No,No,EX001,Express,14467,35.0,71,Sunny,82,296,6814.92,47.03,15,8.2,10.4,6.5,24.0,81.2,45,85.5,126.96
2024-10-09,2024,10,4,Wednesday,No,No,LA001,Live Animal,11771,35.0,71,Sunny,44,15,389.08,5.67,1,1.5,0.0,6.4,24.0,26.1,18,94.6,134.47
